Symbol,Name,LastSale,MarketCap,IPOyear,Sector,industry,Summary Quote,,,
KALU,Kaiser Aluminum Corporation,101.98,$1.68B,n/a,Capital Goods,Metal Fabrications,https://www.nasdaq.com/symbol/kalu,,,
KALA,"Kala Pharmaceuticals, Inc.",6.88,$232.51M,2017,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kala,,,
KALV,"KalVista Pharmaceuticals, Inc.",19.08,$328.67M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kalv,,,
KMDA,Kamada Ltd.,5.66,$227.91M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kmda,,,
KNDI,"Kandi Technologies Group, Inc.",5.32,$273.88M,n/a,Capital Goods,Auto Manufacturing,https://www.nasdaq.com/symbol/kndi,,,
KPTI,Karyopharm Therapeutics Inc.,8.76,$531.8M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kpti,,,
KZIA,Kazia Therapeutics Limited,3.4,$16.46M,n/a,Capital Goods,Miscellaneous,https://www.nasdaq.com/symbol/kzia,,,
KBLM,KBL Merger Corp. IV,10.27,$152.79M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblm,,,
KBLMR,KBL Merger Corp. IV,0.2391,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmr,,,
KBLMU,KBL Merger Corp. IV,10.5,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmu,,,
KBLMW,KBL Merger Corp. IV,0.1239,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/kblmw,,,
KBSF,KBS Fashion Group Limited,3.86,$8.6M,2013,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/kbsf,,,
KCAP,"KCAP Financial, Inc.",3.52,$131.39M,2006,n/a,n/a,https://www.nasdaq.com/symbol/kcap,,,
KCAPL,"KCAP Financial, Inc.",25.135,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kcapl,,,
KRNY,Kearny Financial,13.12,$1.23B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/krny,,,
KELYA,"Kelly Services, Inc.",23.78,$924.26M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/kelya,,,
KELYB,"Kelly Services, Inc.",22.01,$855.46M,n/a,Technology,Professional Services,https://www.nasdaq.com/symbol/kelyb,,,
KMPH,"KemPharm, Inc.",2.3883,$63.18M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kmph,,,
KFFB,Kentucky First Federal Bancorp,7.5,$62.91M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/kffb,,,
KEQU,Kewaunee Scientific Corporation,31.87,$87.46M,n/a,Capital Goods,Medical Specialities,https://www.nasdaq.com/symbol/kequ,,,
KTCC,Key Tronic Corporation,6.702,$72.11M,1983,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/ktcc,,,
KZR,"Kezar Life Sciences, Inc.",19.21,$367.07M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kzr,,,
KFRC,"Kforce, Inc.",36.9,$961.81M,1995,Technology,Professional Services,https://www.nasdaq.com/symbol/kfrc,,,
KE,"Kimball Electronics, Inc.",16.16,$412.82M,n/a,Technology,Electrical Products,https://www.nasdaq.com/symbol/ke,,,
KBAL,"Kimball International, Inc.",15.65,$574.54M,n/a,Consumer Durables,Home Furnishings,https://www.nasdaq.com/symbol/kbal,,,
KIN,"Kindred Biosciences, Inc.",10.45,$405.41M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kin,,,
KGJI,Kingold Jewelry Inc.,0.765,$50.58M,n/a,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/kgji,,,
KINS,"Kingstone Companies, Inc",16.95,$182.1M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/kins,,,
KNSA,"Kiniksa Pharmaceuticals, Ltd.",17.71,$876.46M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/knsa,,,
KNSL,"Kinsale Capital Group, Inc.",59.1,$1.25B,2016,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/knsl,,,
KIRK,"Kirkland&#39;s, Inc.",10.43,$154.97M,2002,Consumer Services,Other Specialty Stores,https://www.nasdaq.com/symbol/kirk,,,
KTOV,Kitov Pharma Ltd.,1.1539,$22.43M,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ktov,,,
KTOVW,Kitov Pharma Ltd.,0.18,n/a,2015,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/ktovw,,,
KLAC,KLA-Tencor Corporation,107.2,$16.23B,1980,Capital Goods,Electronic Components,https://www.nasdaq.com/symbol/klac,,,
KLXE,"KLX Energy Services Holdings, Inc. ",27.2,$608.25M,n/a,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/klxe,,,
KOD,Kodiak Sciences Inc,7,$257.81M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/kod,,,
KONA,"Kona Grill, Inc.",0.91,$12.07M,2005,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/kona,,,
KOPN,Kopin Corporation,1.09,$79.72M,1992,Technology,Semiconductors,https://www.nasdaq.com/symbol/kopn,,,
KRNT,Kornit Digital Ltd.,20.96,$733.64M,2015,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/krnt,,,
KOSS,Koss Corporation,1.9179,$14.2M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/koss,,,
KWEB,KraneShares Trust KraneShares CSI China Internet ETF,44.51,$151.33M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/kweb,,,
KTOS,"Kratos Defense & Security Solutions, Inc.",17.19,$1.78B,n/a,Capital Goods,Military/Government/Technical,https://www.nasdaq.com/symbol/ktos,,,
KRYS,"Krystal Biotech, Inc.",22.16,$319.74M,2017,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/krys,,,
KLIC,"Kulicke and Soffa Industries, Inc.",22.18,$1.47B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/klic,,,
KURA,"Kura Oncology, Inc.",14.57,$554.2M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/kura,,,
KVHI,"KVH Industries, Inc.",11.6,$205.75M,1996,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/kvhi,,,
FSTR,L.B. Foster Company,17.9,$189.07M,n/a,Basic Industries,Metal Fabrications,https://www.nasdaq.com/symbol/fstr,,,
LJPC,La Jolla Pharmaceutical Company,5.97,$156.61M,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/ljpc,,,
LSBK,"Lake Shore Bancorp, Inc.",15.5,$93.31M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/lsbk,,,
LBAI,"Lakeland Bancorp, Inc.",16.2,$814.63M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lbai,,,
LKFN,Lakeland Financial Corporation,46.49,$1.17B,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lkfn,,,
LAKE,"Lakeland Industries, Inc.",11.035,$89.6M,1986,Health Care,Industrial Specialties,https://www.nasdaq.com/symbol/lake,,,
LRCX,Lam Research Corporation,179.25,$27.35B,1984,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lrcx,,,
LAMR,Lamar Advertising Company,75.12,$7.47B,1996,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/lamr,,,
LANC,Lancaster Colony Corporation,159.36,$4.38B,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lanc,,,
LNDC,Landec Corporation,12.41,$362M,1996,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lndc,,,
LARK,Landmark Bancorp Inc.,23.1,$101M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lark,,,
LMRK,Landmark Infrastructure Partners LP,14,$353.72M,2014,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrk,,,
LMRKN,Landmark Infrastructure Partners LP,24,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkn,,,
LMRKO,Landmark Infrastructure Partners LP,24.23,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrko,,,
LMRKP,Landmark Infrastructure Partners LP,24.41,n/a,n/a,Consumer Services,Real Estate,https://www.nasdaq.com/symbol/lmrkp,,,
LE,"Lands&#39; End, Inc.",17.92,$577.23M,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,https://www.nasdaq.com/symbol/le,,,
LSTR,"Landstar System, Inc.",106.25,$4.26B,1993,Transportation,Trucking Freight/Courier Services,https://www.nasdaq.com/symbol/lstr,,,
LNTH,"Lantheus Holdings, Inc.",17.65,$678.91M,2015,Health Care,Biotechnology: In Vitro & In Vivo Diagnostic Substances,https://www.nasdaq.com/symbol/lnth,,,
LTRX,"Lantronix, Inc.",2.69,$59.75M,2000,Technology,Computer Communications Equipment,https://www.nasdaq.com/symbol/ltrx,,,
LSCC,Lattice Semiconductor Corporation,8.18,$1.06B,n/a,Technology,Semiconductors,https://www.nasdaq.com/symbol/lscc,,,
LAUR,"Laureate Education, Inc.",15.05,$3.37B,2017,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/laur,,,
LAWS,"Lawson Products, Inc.",30.67,$273.57M,n/a,Consumer Durables,Industrial Specialties,https://www.nasdaq.com/symbol/laws,,,
LAZY,"Lazydays Holdings, Inc.",6.47,$54.81M,n/a,Consumer Durables,Automotive Aftermarket,https://www.nasdaq.com/symbol/lazy,,,
LCNB,LCNB Corporation,16.97,$225.62M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lcnb,,,
LPTX,"LEAP THERAPEUTICS, INC.",1.56,$34.73M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lptx,,,
LEGH,Legacy Housing Corporation,13.5,$324M,2018,Basic Industries,Homebuilding,https://www.nasdaq.com/symbol/legh,,,
LGCY,Legacy Reserves Inc.,1.47,$161.15M,2007,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lgcy,,,
LTXB,"LegacyTexas Financial Group, Inc.",41.29,$2.01B,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/ltxb,,,
DDBI,Legg Mason Developed EX-US Diversified Core ETF,26.55,$10.62M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/ddbi,,,
EDBI,Legg Mason Emerging Markets Diversified Core ETF,28.7,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/edbi,,,
INFR,Legg Mason Global Infrastructure ETF,28.26,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/infr,,,
LVHD,Legg Mason Low Volatility High Dividend ETF,31.02,$629.7M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/lvhd,,,
SQLV,Legg Mason Small-Cap Quality Value ETF,27.43,n/a,n/a,n/a,n/a,https://www.nasdaq.com/symbol/sqlv,,,
UDBI,Legg Mason US Diversified Core ETF,29.35,$3.05M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/udbi,,,
LACQ,Leisure Acquisition Corp.,9.9,$247.5M,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacq,,,
LACQU,Leisure Acquisition Corp.,10.23,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqu,,,
LACQW,Leisure Acquisition Corp.,0.65,n/a,2017,Finance,Business Services,https://www.nasdaq.com/symbol/lacqw,,,
LMAT,"LeMaitre Vascular, Inc.",24.55,$480.74M,2006,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmat,,,
TREE,"LendingTree, Inc.",304.75,$3.91B,n/a,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/tree,,,
LEVL,"Level One Bancorp, Inc.",24.4,$189.11M,2018,Finance,Major Banks,https://www.nasdaq.com/symbol/levl,,,
LXRX,"Lexicon Pharmaceuticals, Inc.",5,$529.63M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lxrx,,,
LX,LexinFintech Holdings Ltd.,10,$1.64B,2017,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lx,,,
LFAC,LF Capital Acquistion Corp.,9.97,$193.48M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfac,,,
LFACU,LF Capital Acquistion Corp.,10.26,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfacu,,,
LFACW,LF Capital Acquistion Corp.,0.35,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/lfacw,,,
LGIH,"LGI Homes, Inc.",60.77,$1.38B,2013,Capital Goods,Homebuilding,https://www.nasdaq.com/symbol/lgih,,,
LHCG,LHC Group,110.66,$3.47B,2005,Health Care,Medical/Nursing Services,https://www.nasdaq.com/symbol/lhcg,,,
LLIT,Lianluo Smart Limited,1.4,$24.65M,n/a,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/llit,,,
LBRDA,Liberty Broadband Corporation,87.29,$15.83B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrda,,,
LBRDK,Liberty Broadband Corporation,87.32,$15.84B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbrdk,,,
LEXEA,"Liberty Expedia Holdings, Inc.",45.75,$2.62B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lexea,,,
LEXEB,"Liberty Expedia Holdings, Inc.",46.55,$2.67B,n/a,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/lexeb,,,
LBTYA,Liberty Global plc,24.82,$18.71B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtya,,,
LBTYB,Liberty Global plc,24.747,$18.65B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyb,,,
LBTYK,Liberty Global plc,23.91,$18.02B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lbtyk,,,
LILA,Liberty Latin America Ltd.,18.5,$3.35B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lila,,,
LILAK,Liberty Latin America Ltd.,18.43,$3.33B,n/a,Consumer Services,Television Services,https://www.nasdaq.com/symbol/lilak,,,
BATRA,Liberty Media Corporation,29.17,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batra,,,
BATRK,Liberty Media Corporation,29.05,$1.48B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/batrk,,,
FWONA,Liberty Media Corporation,30.65,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwona,,,
FWONK,Liberty Media Corporation,31.32,$7.24B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/fwonk,,,
LSXMA,Liberty Media Corporation,39.98,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxma,,,
LSXMB,Liberty Media Corporation,40.79,n/a,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmb,,,
LSXMK,Liberty Media Corporation,40.04,$13.12B,n/a,Consumer Services,Broadcasting,https://www.nasdaq.com/symbol/lsxmk,,,
LTRPA,"Liberty TripAdvisor Holdings, Inc.",17.89,$1.34B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpa,,,
LTRPB,"Liberty TripAdvisor Holdings, Inc.",17.8589,$1.34B,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/ltrpb,,,
LCUT,"Lifetime Brands, Inc.",10.85,$225.27M,1991,Capital Goods,Industrial Machinery/Components,https://www.nasdaq.com/symbol/lcut,,,
LFVN,Lifevantage Corporation,15.47,$220.97M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lfvn,,,
LWAY,"Lifeway Foods, Inc.",2.5,$39.59M,n/a,Consumer Non-Durables,Packaged Foods,https://www.nasdaq.com/symbol/lway,,,
LGND,Ligand Pharmaceuticals Incorporated,119.76,$2.55B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lgnd,,,
LTBR,Lightbridge Corporation,0.6106,$19.04M,n/a,Consumer Services,Professional Services,https://www.nasdaq.com/symbol/ltbr,,,
LPTH,"LightPath Technologies, Inc.",1.61,$41.56M,1996,Technology,Semiconductors,https://www.nasdaq.com/symbol/lpth,,,
LLEX,"Lilis Energy, Inc.",1.83,$131.7M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/llex,,,
LMB,"Limbach Holdings, Inc.",5.55,$42.13M,n/a,Basic Industries,Engineering & Construction,https://www.nasdaq.com/symbol/lmb,,,
LLNW,"Limelight Networks, Inc.",2.97,$339.31M,2007,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/llnw,,,
LMST,"Limestone Bancorp, Inc.",14.53,$126.16M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/lmst,,,
LMNR,Limoneira Co,22.96,$407.88M,n/a,Consumer Non-Durables,Farming/Seeds/Milling,https://www.nasdaq.com/symbol/lmnr,,,
LINC,Lincoln Educational Services Corporation,3.23,$79.59M,2005,Consumer Services,Other Consumer Services,https://www.nasdaq.com/symbol/linc,,,
LECO,"Lincoln Electric Holdings, Inc.",90,$5.8B,n/a,Technology,Industrial Machinery/Components,https://www.nasdaq.com/symbol/leco,,,
LIND,Lindblad Expeditions Holdings Inc. ,12.46,$570.86M,2013,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lind,,,
LINDW,Lindblad Expeditions Holdings Inc. ,2.6,n/a,2013,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/lindw,,,
LPCN,Lipocine Inc.,1.73,$37.13M,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/lpcn,,,
YVR,Liquid Media Group Ltd.,2.25,$8.99M,n/a,Consumer Non-Durables,Beverages (Production/Distribution),https://www.nasdaq.com/symbol/yvr,,,
LQDA,"Liquidia Technologies, Inc.",14.2,$219.79M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/lqda,,,
LQDT,"Liquidity Services, Inc.",6.74,$224.49M,2006,Miscellaneous,Business Services,https://www.nasdaq.com/symbol/lqdt,,,
LFUS,"Littelfuse, Inc.",182.85,$4.6B,n/a,Consumer Durables,Electrical Products,https://www.nasdaq.com/symbol/lfus,,,
LIVN,LivaNova PLC,94.03,$4.58B,n/a,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,https://www.nasdaq.com/symbol/livn,,,
LOB,"Live Oak Bancshares, Inc.",15.7,$630.31M,2015,Finance,Major Banks,https://www.nasdaq.com/symbol/lob,,,
LIVE,Live Ventures Incorporated,7.5015,$14.59M,n/a,Finance,Finance/Investors Services,https://www.nasdaq.com/symbol/live,,,
LPSN,"LivePerson, Inc.",25.39,$1.61B,2000,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/lpsn,,,
LIVX,"LiveXLive Media, Inc.",5.64,$293.23M,n/a,Consumer Services,Restaurants,https://www.nasdaq.com/symbol/livx,,,
LKQ,LKQ Corporation,26.7,$8.5B,n/a,Consumer Services,Motor Vehicles,https://www.nasdaq.com/symbol/lkq,,,
LMFA,"LM Funding America, Inc.",1.3653,$3.14M,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfa,,,
LMFAW,"LM Funding America, Inc.",0.0209,n/a,2015,Finance,Finance: Consumer Services,https://www.nasdaq.com/symbol/lmfaw,,,
LOGC,"LogicBio Therapeutics, Inc.",9.49,$210.45M,2018,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),https://www.nasdaq.com/symbol/logc,,,
LOGI,Logitech International S.A.,36.34,$6.02B,1997,Technology,Computer peripheral equipment,https://www.nasdaq.com/symbol/logi,,,
LOGM,"LogMein, Inc.",96.03,$4.92B,2009,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/logm,,,
CNCR,Loncar Cancer Immunotherapy ETF,21.62,$43.24M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/cncr,,,
CHNA,Loncar China BioPharma ETF,21.83,$2.18M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/chna,,,
LONE,Lonestar Resources US Inc.,5.2,$128.11M,n/a,Energy,Oil & Gas Production,https://www.nasdaq.com/symbol/lone,,,
LOAC,Longevity Acquisition Corporation,9.97,$52.54M,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loac,,,
LOACR,Longevity Acquisition Corporation,0.2113,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacr,,,
LOACU,Longevity Acquisition Corporation,10.2027,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacu,,,
LOACW,Longevity Acquisition Corporation,0.11,n/a,2018,Finance,Business Services,https://www.nasdaq.com/symbol/loacw,,,
LOOP,"Loop Industries, Inc.",10.42,$352.26M,n/a,Basic Industries,Major Chemicals,https://www.nasdaq.com/symbol/loop,,,
LORL,"Loral Space and Communications, Inc.",38.35,$1.19B,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,https://www.nasdaq.com/symbol/lorl,,,
LOXO,"Loxo Oncology, Inc.",234.71,$7.22B,2014,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/loxo,,,
LPLA,LPL Financial Holdings Inc.,77.75,$6.62B,2010,Finance,Investment Bankers/Brokers/Service,https://www.nasdaq.com/symbol/lpla,,,
LRAD,LRAD Corporation,2.36,$76.96M,n/a,Consumer Non-Durables,Consumer Electronics/Appliances,https://www.nasdaq.com/symbol/lrad,,,
LYTS,LSI Industries Inc.,3.18,$82.33M,1985,Consumer Durables,Building Products,https://www.nasdaq.com/symbol/lyts,,,
LULU,lululemon athletica inc.,157.32,$20.83B,2007,Consumer Non-Durables,Apparel,https://www.nasdaq.com/symbol/lulu,,,
LITE,Lumentum Holdings Inc.,44.44,$3.38B,n/a,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/lite,,,
LMNX,Luminex Corporation,25.78,$1.15B,2000,Health Care,Medical/Dental Instruments,https://www.nasdaq.com/symbol/lmnx,,,
LUNA,Luna Innovations Incorporated,3.17,$88.56M,2006,Health Care,Biotechnology: Commercial Physical & Biological Resarch,https://www.nasdaq.com/symbol/luna,,,
LKCO,Luokung Technology Corp,10.9491,$15.38M,n/a,Technology,EDP Services,https://www.nasdaq.com/symbol/lkco,,,
LBC,Luther Burbank Corporation,10.16,$572.81M,2003,Finance,Major Banks,https://www.nasdaq.com/symbol/lbc,,,
MBTF,M B T Financial Corp,10.75,$247.52M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mbtf,,,
MCBC,Macatawa Bank Corporation,10.27,$349.65M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mcbc,,,
MFNC,Mackinac Financial Corporation,15.9,$170.33M,n/a,Finance,Major Banks,https://www.nasdaq.com/symbol/mfnc,,,
MTSI,"MACOM Technology Solutions Holdings, Inc.",17.28,$1.13B,2012,Technology,Semiconductors,https://www.nasdaq.com/symbol/mtsi,,,
MGNX,"MacroGenics, Inc.",20.99,$887.02M,2013,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgnx,,,
MDGL,"Madrigal Pharmaceuticals, Inc.",120.1,$1.85B,n/a,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mdgl,,,
MAGS,Magal Security Systems Ltd.,5.1437,$118.53M,1993,Consumer Durables,Telecommunications Equipment,https://www.nasdaq.com/symbol/mags,,,
MGLN,"Magellan Health, Inc.",63.23,$1.53B,n/a,Health Care,Hospital/Nursing Management,https://www.nasdaq.com/symbol/mgln,,,
MGTA,"Magenta Therapeutics, Inc.",8.09,$268.2M,2018,Health Care,Major Pharmaceuticals,https://www.nasdaq.com/symbol/mgta,,,
MGIC,Magic Software Enterprises Ltd.,8.36,$407.61M,1991,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mgic,,,
MGYR,"Magyar Bancorp, Inc.",11.7,$68.1M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mgyr,,,
MHLD,"Maiden Holdings, Ltd.",1.28,$106.17M,n/a,Finance,Property-Casualty Insurers,https://www.nasdaq.com/symbol/mhld,,,
MMYT,MakeMyTrip Limited,28.4,$2.9B,2010,Consumer Services,Transportation Services,https://www.nasdaq.com/symbol/mmyt,,,
MBUU,"Malibu Boats, Inc.",42.99,$895.77M,2014,Capital Goods,Marine Transportation,https://www.nasdaq.com/symbol/mbuu,,,
MLVF,"Malvern Bancorp, Inc.",20.75,$161.32M,n/a,Finance,Savings Institutions,https://www.nasdaq.com/symbol/mlvf,,,
MAMS,"MAM Software Group, Inc.",8.24,$103.62M,n/a,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/mams,,,
TUSK,"Mammoth Energy Services, Inc.",21.89,$979.7M,2016,Energy,Oilfield Services/Equipment,https://www.nasdaq.com/symbol/tusk,,,
RPIBC,Managed Portfolio Series,100.03,$25.01M,n/a,n/a,n/a,https://www.nasdaq.com/symbol/rpibc,,,
MANH,"Manhattan Associates, Inc.",53.36,$3.46B,1998,Technology,Computer Software: Prepackaged Software,https://www.nasdaq.com/symbol/manh,,,
LOAN,"Manhattan Bridge Capital, Inc",6.18,$59.72M,n/a,Consumer Services,Real Estate Investment Trusts,https://www.nasdaq.com/symbol/loan,,,
